Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value_22,Flag,Flag Description,Note
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1709.9,Other pulses n.e.c.,2020,2020,ha,3218,I,Imputed value,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1349.2,Other stone fruits,2020,2020,ha,147,E,Estimated value,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2020,2020,ha,3476,I,Imputed value,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2020,2020,ha,120060,E,Estimated value,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1345,Peaches and nectarines,2020,2020,ha,14560,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1342.01,Pears,2020,2020,ha,6850,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1705,"Peas, dry",2020,2020,ha,145,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1242,"Peas, green",2020,2020,ha,19080,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1930.01,"Peppermint, spearmint",2020,2020,ha,0,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1346,Plums and sloes,2020,2020,ha,1390,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1321,Pomelos and grapefruits,2020,2020,ha,120,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1510,Potatoes,2020,2020,ha,275640,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1235,"Pumpkins, squash and gourds",2020,2020,ha,19250,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1342.02,Quinces,2020,2020,ha,6,E,Estimated value,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,113,Rice,2020,2020,ha,499361,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,116,Rye,2020,2020,ha,46394,E,Estimated value,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1921.01,"Seed cotton, unginned",2020,2020,ha,76918,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1444,Sesame seed,2020,2020,ha,45200,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,114,Sorghum,2020,2020,ha,153340,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,141,Soya beans,2020,2020,ha,12623,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1215,Spinach,2020,2020,ha,2010,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1354,Strawberries,2020,2020,ha,11850,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1241.01,String beans,2020,2020,ha,45,E,Estimated value,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1801,Sugar beet,2020,2020,ha,141235,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1802,Sugar cane,2020,2020,ha,217625,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1445,Sunflower seed,2020,2020,ha,7880,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1530,Sweet potatoes,2020,2020,ha,19210,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2020,2020,ha,47548,E,Estimated value,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1550,Taro,2020,2020,ha,3625,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1234,Tomatoes,2020,2020,ha,159668,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1709.01,Vetches,2020,2020,ha,743,I,Imputed value,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1376,"Walnuts, in shell",2020,2020,ha,4645,I,Imputed value,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,1221,Watermelons,2020,2020,ha,40850,A,Official figure,
QCL,Crops and livestock products,818,Egypt,5312,Area harvested,111,Wheat,2020,2020,ha,1429684,A,Official figure,
QCL,Crops and livestock products,226,Equatorial Guinea,5312,Area harvested,1929.07,"Abaca, manila hemp, raw",2020,2020,ha,1759,I,Imputed value,
QCL,Crops and livestock products,226,Equatorial Guinea,5312,Area harvested,1312,Bananas,2020,2020,ha,6495,E,Estimated value,
QCL,Crops and livestock products,226,Equatorial Guinea,5312,Area harvested,1520.01,"Cassava, fresh",2020,2020,ha,24391,I,Imputed value,
QCL,Crops and livestock products,226,Equatorial Guinea,5312,Area harvested,1640,Cocoa beans,2020,2020,ha,9879,I,Imputed value,
QCL,Crops and livestock products,226,Equatorial Guinea,5312,Area harvested,1460,"Coconuts, in shell",2020,2020,ha,5342,I,Imputed value,
QCL,Crops and livestock products,226,Equatorial Guinea,5312,Area harvested,1610,"Coffee, green",2020,2020,ha,11305,I,Imputed value,
QCL,Crops and livestock products,226,Equatorial Guinea,5312,Area harvested,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,2020,ha,6226,I,Imputed value,
QCL,Crops and livestock products,226,Equatorial Guinea,5312,Area harvested,1491.01,Oil palm fruit,2020,2020,ha,4104,I,Imputed value,
QCL,Crops and livestock products,226,Equatorial Guinea,5312,Area harvested,1313,Plantains and cooking bananas,2020,2020,ha,8157,I,Imputed value,
QCL,Crops and livestock products,226,Equatorial Guinea,5312,Area harvested,1530,Sweet potatoes,2020,2020,ha,19045,I,Imputed value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,115,Barley,2020,2020,ha,45000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,1701,"Beans, dry",2020,2020,ha,1882,E,Estimated value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,1702,"Broad beans and horse beans, dry",2020,2020,ha,524,E,Estimated value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,1199.9,Cereals n.e.c.,2020,2020,ha,41732,E,Estimated value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,1703,"Chick peas, dry",2020,2020,ha,8672,E,Estimated value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,2020,ha,15606,E,Estimated value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,142,"Groundnuts, excluding shelled",2020,2020,ha,2969,I,Imputed value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,1704,"Lentils, dry",2020,2020,ha,533,E,Estimated value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,1441,Linseed,2020,2020,ha,591,E,Estimated value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,112,Maize (corn),2020,2020,ha,20000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,118,Millet,2020,2020,ha,75000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2020,2020,ha,736,E,Estimated value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,1449.9,"Other oil seeds, n.e.c.",2020,2020,ha,56638,E,Estimated value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,1709.9,Other pulses n.e.c.,2020,2020,ha,33924,I,Imputed value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2020,2020,ha,607,E,Estimated value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2020,2020,ha,14286,I,Imputed value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,1705,"Peas, dry",2020,2020,ha,1524,E,Estimated value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,1510,Potatoes,2020,2020,ha,90,E,Estimated value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,1444,Sesame seed,2020,2020,ha,26919,E,Estimated value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,114,Sorghum,2020,2020,ha,270000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,1709.01,Vetches,2020,2020,ha,3049,E,Estimated value,
QCL,Crops and livestock products,232,Eritrea,5312,Area harvested,111,Wheat,2020,2020,ha,25000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1371,"Almonds, in shell",2020,2020,ha,679,E,Estimated value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1311,Avocados,2020,2020,ha,144,E,Estimated value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1312,Bananas,2020,2020,ha,2435,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1701,"Beans, dry",2020,2020,ha,1515,E,Estimated value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1706,"Cow peas, dry",2020,2020,ha,1993,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1314,Dates,2020,2020,ha,97,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1599.1,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,2020,ha,8949,E,Estimated value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,142,"Groundnuts, excluding shelled",2020,2020,ha,5025,E,Estimated value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1322,Lemons and limes,2020,2020,ha,0,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,112,Maize (corn),2020,2020,ha,68000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2020,2020,ha,115,E,Estimated value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1323,Oranges,2020,2020,ha,7371,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2020,2020,ha,44,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2020,2020,ha,785,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1709.9,Other pulses n.e.c.,2020,2020,ha,1287,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2020,2020,ha,1201,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1318,Pineapples,2020,2020,ha,1198,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1346,Plums and sloes,2020,2020,ha,260,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1321,Pomelos and grapefruits,2020,2020,ha,4571,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1510,Potatoes,2020,2020,ha,4075,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,113,Rice,2020,2020,ha,309,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1921.01,"Seed cotton, unginned",2020,2020,ha,2762,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,114,Sorghum,2020,2020,ha,1000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1802,Sugar cane,2020,2020,ha,60233,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1530,Sweet potatoes,2020,2020,ha,1337,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2020,2020,ha,173,I,Imputed value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1234,Tomatoes,2020,2020,ha,418,E,Estimated value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,1970,Unmanufactured tobacco,2020,2020,ha,349,E,Estimated value,
QCL,Crops and livestock products,748,Eswatini,5312,Area harvested,111,Wheat,2020,2020,ha,381,E,Estimated value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1654,"Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw",2020,2020,ha,6104,E,Estimated value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1311,Avocados,2020,2020,ha,30588,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1312,Bananas,2020,2020,ha,95954,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,115,Barley,2020,2020,ha,897016,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1701,"Beans, dry",2020,2020,ha,311584,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1702,"Broad beans and horse beans, dry",2020,2020,ha,504570,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1243,"Broad beans and horse beans, green",2020,2020,ha,1631,I,Imputed value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1212,Cabbages,2020,2020,ha,44464,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1251,Carrots and turnips,2020,2020,ha,3717,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1447,Castor oil seeds,2020,2020,ha,6204,I,Imputed value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1199.9,Cereals n.e.c.,2020,2020,ha,3129547,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1703,"Chick peas, dry",2020,2020,ha,220719,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1652,"Chillies and peppers, dry (Capsicum spp., Pimenta spp.), raw",2020,2020,ha,168346,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,2020,ha,14691,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1610,"Coffee, green",2020,2020,ha,856592,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1232,Cucumbers and gherkins,2020,2020,ha,77,E,Estimated value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1657,"Ginger, raw",2020,2020,ha,3603,E,Estimated value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1330,Grapes,2020,2020,ha,2379,E,Estimated value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1252,Green garlic,2020,2020,ha,15980,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,142,"Groundnuts, excluding shelled",2020,2020,ha,113515,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1659,Hop cones,2020,2020,ha,33370,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1922.02,"Kenaf, and other textile bast fibres, raw or retted",2020,2020,ha,2035,E,Estimated value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1254,Leeks and other alliaceous vegetables,2020,2020,ha,552,I,Imputed value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1322,Lemons and limes,2020,2020,ha,1387,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1704,"Lentils, dry",2020,2020,ha,84512,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1214,Lettuce and chicory,2020,2020,ha,1191,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1441,Linseed,2020,2020,ha,78921,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,112,Maize (corn),2020,2020,ha,2363507,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2020,2020,ha,22460,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1630,Maté leaves,2020,2020,ha,0,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1449.01,Melonseed,2020,2020,ha,0,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,118,Millet,2020,2020,ha,480511,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1442,Mustard seed,2020,2020,ha,4303,I,Imputed value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1653,"Nutmeg, mace, cardamoms, raw",2020,2020,ha,409,I,Imputed value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,117,Oats,2020,2020,ha,19631,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1253.02,"Onions and shallots, dry (excluding dehydrated)",2020,2020,ha,38953,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1253.01,"Onions and shallots, green",2020,2020,ha,2934,I,Imputed value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1323,Oranges,2020,2020,ha,5080,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1241.9,"Other beans, green",2020,2020,ha,1715,E,Estimated value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2020,2020,ha,434,E,Estimated value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1929.9,"Other fibre crops, raw, n.e.c.",2020,2020,ha,327537,I,Imputed value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2020,2020,ha,14226,E,Estimated value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1379.9,"Other nuts (excluding wild edible nuts and groundnuts), in shell, n.e.c.",2020,2020,ha,57706,E,Estimated value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1449.9,"Other oil seeds, n.e.c.",2020,2020,ha,191766,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1709.9,Other pulses n.e.c.,2020,2020,ha,105948,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1699,"Other stimulant, spice and aromatic crops, n.e.c.",2020,2020,ha,339537,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1319,"Other tropical fruits, n.e.c.",2020,2020,ha,6410,E,Estimated value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2020,2020,ha,184155,I,Imputed value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1317,Papayas,2020,2020,ha,5096,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1345,Peaches and nectarines,2020,2020,ha,28,E,Estimated value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1705,"Peas, dry",2020,2020,ha,219928,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1242,"Peas, green",2020,2020,ha,536,E,Estimated value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1651,"Pepper (Piper spp.), raw",2020,2020,ha,6969,E,Estimated value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1318,Pineapples,2020,2020,ha,906,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1510,Potatoes,2020,2020,ha,85988,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1443,Rape or colza seed,2020,2020,ha,7917,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,113,Rice,2020,2020,ha,62551,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1446,Safflower seed,2020,2020,ha,7699,I,Imputed value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1921.01,"Seed cotton, unginned",2020,2020,ha,82000,X,Figure from international organizations,Unofficial figure
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1444,Sesame seed,2020,2020,ha,369897,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1929.05,"Sisal, raw",2020,2020,ha,927,I,Imputed value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,114,Sorghum,2020,2020,ha,1789720,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,141,Soya beans,2020,2020,ha,83797,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1802,Sugar cane,2020,2020,ha,29520,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1445,Sunflower seed,2020,2020,ha,4151,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1530,Sweet potatoes,2020,2020,ha,62117,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1324,"Tangerines, mandarins, clementines",2020,2020,ha,3040,E,Estimated value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1550,Taro,2020,2020,ha,92518,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1620,Tea leaves,2020,2020,ha,10396,I,Imputed value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1234,Tomatoes,2020,2020,ha,6434,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1970,Unmanufactured tobacco,2020,2020,ha,3281,E,Estimated value,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1709.01,Vetches,2020,2020,ha,143894,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,111,Wheat,2020,2020,ha,1829051,A,Official figure,
QCL,Crops and livestock products,231,Ethiopia,5312,Area harvested,1540,Yams,2020,2020,ha,4874,A,Official figure,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1312,Bananas,2020,2020,ha,2277,I,Imputed value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1520.01,"Cassava, fresh",2020,2020,ha,59075,I,Imputed value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1231,"Chillies and peppers, green (Capsicum spp. and Pimenta spp.)",2020,2020,ha,24,I,Imputed value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1640,Cocoa beans,2020,2020,ha,1617,I,Imputed value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1610,"Coffee, green",2020,2020,ha,273,E,Estimated value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1232,Cucumbers and gherkins,2020,2020,ha,18,I,Imputed value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1233,Eggplants (aubergines),2020,2020,ha,20,I,Imputed value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,142,"Groundnuts, excluding shelled",2020,2020,ha,35075,I,Imputed value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,112,Maize (corn),2020,2020,ha,28809,E,Estimated value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1950.01,Natural rubber in primary forms,2020,2020,ha,15460,I,Imputed value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1491.01,Oil palm fruit,2020,2020,ha,7096,I,Imputed value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1239.01,Okra,2020,2020,ha,17,I,Imputed value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1329,"Other citrus fruit, n.e.c.",2020,2020,ha,231,I,Imputed value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2020,2020,ha,9142,E,Estimated value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1709.9,Other pulses n.e.c.,2020,2020,ha,296,E,Estimated value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2020,2020,ha,9893,E,Estimated value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1318,Pineapples,2020,2020,ha,182,I,Imputed value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1313,Plantains and cooking bananas,2020,2020,ha,51230,I,Imputed value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,113,Rice,2020,2020,ha,615,I,Imputed value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,141,Soya beans,2020,2020,ha,4563,E,Estimated value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1802,Sugar cane,2020,2020,ha,4711,I,Imputed value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1530,Sweet potatoes,2020,2020,ha,1986,I,Imputed value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1550,Taro,2020,2020,ha,14693,E,Estimated value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1234,Tomatoes,2020,2020,ha,43,E,Estimated value,
QCL,Crops and livestock products,266,Gabon,5312,Area harvested,1540,Yams,2020,2020,ha,35876,E,Estimated value,
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,1371,"Almonds, in shell",2020,2020,ha,0,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,1372,"Cashew nuts, in shell",2020,2020,ha,1583,I,Imputed value,
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,1520.01,"Cassava, fresh",2020,2020,ha,2864,I,Imputed value,
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,1199.9,Cereals n.e.c.,2020,2020,ha,0,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,1193,Fonio,2020,2020,ha,0,M,"Missing value (data cannot exist, not applicable)",
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,142,"Groundnuts, excluding shelled",2020,2020,ha,52531,A,Official figure,
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,112,Maize (corn),2020,2020,ha,29159,A,Official figure,
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,1316,"Mangoes, guavas and mangosteens",2020,2020,ha,262,E,Estimated value,
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,118,Millet,2020,2020,ha,62150,A,Official figure,
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,1491.01,Oil palm fruit,2020,2020,ha,3514,I,Imputed value,
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,1359.9,"Other fruits, n.e.c.",2020,2020,ha,1651,E,Estimated value,
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,1709.9,Other pulses n.e.c.,2020,2020,ha,12014,I,Imputed value,
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,1290.9,"Other vegetables, fresh n.e.c.",2020,2020,ha,2048,I,Imputed value,
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,113,Rice,2020,2020,ha,61013,A,Official figure,
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,1921.01,"Seed cotton, unginned",2020,2020,ha,1601,E,Estimated value,
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,1444,Sesame seed,2020,2020,ha,1683,A,Official figure,
QCL,Crops and livestock products,270,Gambia,5312,Area harvested,114,Sorghum,2020,2020,ha,9724,A,Official figure,
QCL,Crops and livestock products,288,Ghana,5312,Area harvested,1311,Avocados,2020,2020,ha,2023,E,Estimated value,
QCL,Crops and livestock products,288,Ghana,5312,Area harvested,1312,Bananas,2020,2020,ha,9528,I,Imputed value,
QCL,Crops and livestock products,288,Ghana,5312,Area harvested,1701,"Beans, dry",2020,2020,ha,135354,I,Imputed value,
